4.596259594,2.691743851,7.609935284,0.145628601,0.011223098,0.011267922,0.004290512,3.802324057,0.000188648,0.000188729
4.632286072,2.98769331,7.504480362,0.144396231,0.011114516,0.011017942,0.004349901,6.05320406,0.000421848,0.000421849
4.651413441,2.900787592,7.673612118,0.143837601,0.011145252,0.011565417,0.004347944,5.333428383,0.000341387,0.000342019
4.65978241,2.80686903,7.565201283,0.144343108,0.011397988,0.01085608,0.004268984,5.637353897,0.000395344,0.000395344
4.664000511,3.000036478,7.52341795,0.142416358,0.011209644,0.010903364,0.004262748,4.063879967,0.000237567,0.000237568
4.665755272,2.594112873,7.707704067,0.142605126,0.011352537,0.010925223,0.004384224,6.877819061,0.000474106,0.000474106
4.670331955,2.72284317,7.435849667,0.138007686,0.010924605,0.011033273,0.004360415,11.01140118,0.000794771,0.000794771
4.673244476,2.940351963,7.610047817,0.139394715,0.010945438,0.011371309,0.004284027,8.490491867,0.000640435,0.000640435
4.684336185,2.622497559,7.498802185,0.13538903,0.010954048,0.011256699,0.004332407,12.8291502,0.000875315,0.000875315
4.687474728,2.859383106,7.742730141,0.142518312,0.011493661,0.010852021,0.004386092,6.680452347,0.000499681,0.000499681
4.687999249,2.64002943,7.524499893,0.138920322,0.011086389,0.011214003,0.004329436,18.49089432,0.000978752,0.000978752
4.693696499,2.90707016,7.547146797,0.138517946,0.010934415,0.011396002,0.004339747,15.23766327,0.000944593,0.000944593
4.700043201,2.651872158,7.544219971,0.142399296,0.011395948,0.011544541,0.004367876,11.7693224,0.000833325,0.000833325
4.704423904,2.859026194,7.477037907,0.138715059,0.011278014,0.011217012,0.004281936,12.29430866,0.00085539,0.00085539
4.715494156,2.846101046,7.435120106,0.137656182,0.011501187,0.011207734,0.004323734,3.456868887,0.000165749,0.000165748
4.716992378,2.967195988,7.602162838,0.140064806,0.011337163,0.011504105,0.00436975,1.595370889,0.000103049,8.54E-05
