4.78667,6.86225,7.60519,0.09904,0.01122,0.01122.1,0.00461,11.14033,-2.51218271,8.628288076,0.136658393,0.120541165,0.000999171,0.265806781
0.84308,8.0662,4.92898,0.09904,0.005,0.005,0.00576,11.14033,4.325448707,6.814881292,0.465150373,0.120144357,0.000429577,0.706765196
2.05973,1.99366,8.2773,0.09904,0.00446,0.00446,0.00434,15.41177,11.05768981,4.354079901,1.128300454,0.120106923,0.000324613,0.951194221
6.91131,5.84752,4.92898,0.26628,0.00568,0.00568,0.00461,15.41177,-6.137768959,9.274001042,0.052797802,0.230072813,0.000115486,0.260181019
4.78667,2.77013,4.92898,0.14006,0.01122,0.01122,0.00478,3.21932,1.574709508,1.644610919,0.039705075,0.147116914,0.000103499,0.259577702
2.05973,6.86225,2.04332,0.22052,0.00462,0.00462,0.00583,11.14033,4.698961678,6.441368311,0.041203907,0.199808734,0.000167688,0.269856764
4.78667,5.84752,7.60519,0.26628,0.01122,0.01122,0.00583,3.21932,0.9937614,2.225559615,0.020265789,0.230104109,0.000189353,0.260017111
2.05973,8.0662,2.04332,0.14006,0.00446,0.00446,0.00576,11.14033,5.203971598,5.936358679,0.08440612,0.146828301,0.000252484,0.246332941
2.05973,6.86225,8.2773,0.09904,0.00568,0.00568,0.00461,5.2787,1.968336539,3.310364926,0.213449852,0.12017486,0.000100312,0.247463818
2.05973,6.86225,8.2773,0.14006,0.005,0.005,0.00461,15.41177,5.182655185,10.22911485,0.363460864,0.146617115,0.000478944,0.233116195
2.05973,2.77013,8.2773,0.06385,0.00446,0.00446,0.00478,11.14033,6.45522142,4.685107772,1.009959702,0.097652658,0.000278981,0.638236473
2.05973,8.0662,4.92898,0.22052,0.01122,0.01122,0.00478,5.2787,0.968031095,4.310691993,0.030878056,0.199761002,0.00040687,0.260103325
6.91131,1.99366,7.60519,0.22052,0.01122,0.01122,0.00461,5.2787,2.586873341,2.691828325,0.047440955,0.199394861,0.000125206,0.26089964
0.84308,1.99366,2.04332,0.06385,0.00568,0.00568,0.00434,15.41177,9.173666618,6.238103682,0.751272944,0.097716986,0.000285674,0.149810969
