4.78667,6.86225,7.60519,0.09904,0.01122,0.01122.1,0.00461,11.14033,-2.51218271,8.628288076,0.136658393,0.120541165,0.000999171,0.265806781
0.84308,5.84752,8.2773,0.14006,0.005,0.005,0.00461,5.2787,2.5555031,2.723197327,0.287221489,0.146796007,0.000161786,0.274959266
4.78667,5.84752,8.2773,0.09904,0.00568,0.00568,0.00461,11.14033,4.569167396,6.571163974,0.246189102,0.120149762,0.00022914,0.301105585
0.84308,6.86225,8.2773,0.14006,0.00462,0.00462,0.00434,5.2787,2.323548106,2.955152467,0.251485086,0.146763926,0.000150576,0.288776152
0.84308,8.0662,8.2773,0.22052,0.005,0.005,0.00576,11.14033,3.981003894,7.159326114,0.208576188,0.19973677,0.000237055,0.270736509
0.84308,6.86225,7.60519,0.14006,0.005,0.005,0.00576,5.2787,2.543617185,2.735082941,0.254768512,0.14684207,0.000165969,0.193166661
2.05973,2.77013,7.60519,0.09904,0.01122,0.01122,0.00478,11.14033,4.803732675,6.336605735,0.537541843,0.120460944,0.000825077,0.282975268
4.78667,5.84752,2.04332,0.22052,0.00446,0.00446,0.00478,15.41177,-6.697588071,8.714181929,0.036280292,0.199785975,0.000104035,0.260465748
4.78667,6.86225,8.2773,0.26628,0.00446,0.00446,0.00461,15.41177,6.4469594,8.964810602,0.111714983,0.230113468,0.000134609,2.880909921
2.05973,5.84752,4.92898,0.06385,0.005,0.005,0.00434,15.41177,5.657334599,9.754435508,0.539018158,0.097684672,0.000241953,0.265641363
6.91131,2.77013,4.92898,0.26628,0.01122,0.01122,0.00576,5.2787,-2.441930807,2.836770291,0.02380522,0.229953526,0.000162166,0.25989993
4.78667,8.0662,7.60519,0.22052,0.01122,0.01122,0.00583,3.21932,-0.869894101,2.349427511,0.021718305,0.200103641,0.000270658,0.259923302
0.84308,5.84752,7.60519,0.26628,0.00462,0.00462,0.00434,15.41177,6.709861879,8.701908135,0.230145476,0.229833556,0.000524517,3.020622996
0.84308,8.0662,2.04332,0.09904,0.00446,0.00446,0.00478,15.41177,6.125302608,9.286467413,0.264820875,0.12010651,0.000559416,0.233282998
0.84308,5.84752,7.60519,0.09904,0.00568,0.00568,0.00434,5.2787,2.143289122,3.135411928,0.38962416,0.120165848,0.000180746,0.373951519
0.84308,2.77013,4.92898,0.22052,0.005,0.005,0.00583,11.14033,7.426648639,3.713681282,0.231289643,0.199769932,0.000192497,0.37964654
6.91131,8.0662,2.04332,0.09904,0.00568,0.00568,0.00478,11.14033,-3.773116601,7.367222838,0.036366198,0.120299725,0.000217249,0.26209335
4.78667,6.86225,2.04332,0.22052,0.005,0.005,0.00583,11.14033,-4.466499542,6.673830453,0.024656815,0.199848431,0.00015214,0.2604059
9.75741,5.84752,8.2773,0.09904,0.00568,0.00568,0.00434,11.14033,-4.434672706,6.705661552,0.125206668,0.12012853,0.000176835,0.256051718
2.05973,2.77013,4.92898,0.22052,0.01122,0.01122,0.00478,3.21932,1.465207772,1.75411277,0.045717727,0.199592105,0.000241437,0.260964583
6.91131,8.0662,8.2773,0.14006,0.005,0.005,0.00583,11.14033,-4.920001589,6.220328653,0.136094716,0.146815519,0.000193007,0.280721492
6.91131,6.86225,7.60519,0.22052,0.01122,0.01122,0.00576,15.41177,-3.474265858,11.93750414,0.063255641,0.199434994,0.000485006,0.259956303
4.78667,5.84752,4.92898,0.09904,0.01122,0.01122,0.00461,5.2787,-1.374132669,3.904581372,0.04701326,0.120603766,0.000216234,0.260804683
4.78667,2.77013,7.60519,0.26628,0.00446,0.00446,0.00478,11.14033,7.200442193,3.939887959,0.114337613,0.230161065,0.000207802,2.887065659
9.75741,5.84752,8.2773,0.14006,0.00568,0.00568,0.00583,15.41177,-7.496599107,7.915170883,0.155731625,0.146793654,0.000283172,0.279423515
2.05973,8.0662,2.04332,0.09904,0.00462,0.00462,0.00478,11.14033,4.321698817,6.818632163,0.109122624,0.120139994,0.000249431,0.292155389
4.78667,5.84752,8.2773,0.26628,0.01122,0.01122,0.00461,11.14033,2.799010206,8.341319801,0.062637034,0.22965352,0.000419464,0.259742764
2.05973,5.84752,8.2773,0.26628,0.005,0.005,0.00461,11.14033,4.79387277,6.346457234,0.138110738,0.230079967,0.000193596,2.866388136
4.78667,5.84752,4.92898,0.22052,0.005,0.005,0.00576,15.41177,6.623488598,8.788281403,0.088665556,0.199752359,0.000138982,0.260679509
6.91131,5.84752,8.2773,0.09904,0.00462,0.00462,0.00478,11.14033,-5.194726883,5.94560337,0.196737355,0.120127582,0.0001,0.18065481
2.05973,2.77013,8.2773,0.22052,0.00462,0.00462,0.00434,11.14033,6.698818637,4.441511532,0.246044967,0.199710329,0.000426714,2.910324371
0.84308,1.99366,8.2773,0.09904,0.00462,0.00462,0.00478,3.21932,2.311387792,0.907932281,0.411917264,0.120136595,0.00010989,0.469785536
6.91131,6.86225,8.2773,0.14006,0.00568,0.00568,0.00583,15.41177,-6.848386335,8.563383669,0.193045335,0.146776864,0.000410203,0.259116056
6.91131,1.99366,4.92898,0.26628,0.00446,0.00446,0.00434,15.41177,-10.90367667,4.50809361,0.088218329,0.230157083,0.000208146,2.879337713
4.78667,1.99366,8.2773,0.22052,0.01122,0.01122,0.00478,5.2787,2.653041978,2.625659348,0.072656513,0.199413559,0.00015229,0.264647196
2.05973,1.99366,4.92898,0.14006,0.00568,0.00568,0.00583,15.41177,11.3927468,4.01902293,0.486589726,0.146844089,0.000360677,0.26970241
0.84308,1.99366,8.2773,0.06385,0.005,0.005,0.00478,3.21932,2.023899926,1.195420492,0.642707388,0.097674352,0.000166907,0.57258547
2.05973,8.0662,4.92898,0.14006,0.00462,0.00462,0.00461,5.2787,2.206901229,3.071799397,0.089516773,0.146792979,0.000130967,0.207148072
0.84308,6.86225,8.2773,0.26628,0.00462,0.00462,0.00434,15.41177,6.084736493,9.327033528,0.22716632,0.229828256,0.000480834,2.877646249
